date,affiliate_id,affiliate_name,niche,clicks,conversions,conversion_rate,epc,revenue,commission
2026-06-17,aff_004,FitLifeDeals,fitness,2304,84,0.0369,0.5185,880.8,70.46
2026-06-17,aff_005,BudgetBuyer,general,3241,56,0.0173,0.1945,217.94,17.44
2026-06-17,aff_006,PremiumPickz,luxury,1092,63,0.0583,1.0243,1303.62,104.29
2026-06-17,aff_007,EcoFriendlyShop,sustainability,1608,41,0.0257,0.3618,299.4,23.95
2026-06-17,aff_008,PetParadise,pets,2358,88,0.0377,0.5307,944.34,75.55
2026-06-18,aff_001,TechReviewPro,electronics,1668,44,0.0267,0.3754,334.33,26.75
2026-06-18,aff_002,GadgetGuru,electronics,1632,42,0.0261,0.3672,312.98,25.04
2026-06-18,aff_003,HomeEssentials,home,1990,63,0.0319,0.4479,567.89,45.43
2026-06-18,aff_004,FitLifeDeals,fitness,2206,77,0.0353,0.4965,773.32,61.87
2026-06-18,aff_005,BudgetBuyer,general,3228,55,0.0172,0.1937,215.37,17.23
2026-06-18,aff_006,PremiumPickz,luxury,1270,86,0.0677,1.1907,2048.49,163.88
2026-06-18,aff_007,EcoFriendlyShop,sustainability,1992,63,0.0319,0.4483,569.49,45.56
2026-06-18,aff_008,PetParadise,pets,2234,79,0.0357,0.5027,803.0,64.24
2026-06-19,aff_001,TechReviewPro,electronics,1674,44,0.0268,0.3767,337.93,27.03
2026-06-19,aff_002,GadgetGuru,electronics,1327,28,0.0212,0.2986,168.25,13.46
2026-06-19,aff_003,HomeEssentials,home,2153,74,0.0345,0.4845,718.85,57.51
2026-06-19,aff_004,FitLifeDeals,fitness,1844,54,0.0295,0.4151,451.93,36.15
2026-06-19,aff_005,BudgetBuyer,general,3097,51,0.0165,0.1859,190.22,15.22
2026-06-19,aff_006,PremiumPickz,luxury,1187,75,0.0633,1.113,1672.91,133.83
2026-06-19,aff_007,EcoFriendlyShop,sustainability,2024,65,0.0324,0.4556,597.42,47.79
2026-06-19,aff_008,PetParadise,pets,1940,60,0.031,0.4366,525.92,42.07
2026-06-20,aff_001,TechReviewPro,electronics,2196,77,0.0351,0.4943,763.0,61.04
2026-06-20,aff_002,GadgetGuru,electronics,1386,30,0.0222,0.3119,191.71,15.34
2026-06-20,aff_003,HomeEssentials,home,2162,74,0.0346,0.4865,727.8,58.22
2026-06-20,aff_004,FitLifeDeals,fitness,1816,52,0.0291,0.4088,431.55,34.52
2026-06-20,aff_005,BudgetBuyer,general,2701,38,0.0144,0.1621,126.18,10.09
2026-06-20,aff_006,PremiumPickz,luxury,1017,55,0.0543,0.9543,1053.77,84.3
2026-06-20,aff_007,EcoFriendlyShop,sustainability,1754,49,0.0281,0.3947,388.56,31.08
2026-06-20,aff_008,PetParadise,pets,1695,45,0.0271,0.3815,350.89,28.07
2026-06-21,aff_001,TechReviewPro,electronics,2028,65,0.0325,0.4565,600.94,48.08
2026-06-21,aff_002,GadgetGuru,electronics,1635,42,0.0262,0.3679,314.78,25.18
2026-06-21,aff_003,HomeEssentials,home,1748,48,0.028,0.3933,384.61,30.77
2026-06-21,aff_004,FitLifeDeals,fitness,1773,50,0.0284,0.3989,401.34,32.11
2026-06-21,aff_005,BudgetBuyer,general,2981,47,0.0159,0.1789,169.54,13.56
2026-06-21,aff_006,PremiumPickz,luxury,1307,91,0.0697,1.2261,2235.42,178.83
2026-06-21,aff_007,EcoFriendlyShop,sustainability,2381,90,0.0381,0.5358,972.11,77.77
2026-06-21,aff_008,PetParadise,pets,2019,65,0.0323,0.4544,592.99,47.44
2026-06-22,aff_001,TechReviewPro,electronics,1826,53,0.0292,0.4109,438.56,35.08
2026-06-22,aff_002,GadgetGuru,electronics,1237,24,0.0198,0.2785,136.48,10.92
2026-06-22,aff_003,HomeEssentials,home,1755,49,0.0281,0.3949,389.32,31.15
2026-06-22,aff_004,FitLifeDeals,fitness,1781,50,0.0285,0.4009,407.2,32.58
2026-06-22,aff_005,BudgetBuyer,general,2615,36,0.0139,0.1569,114.47,9.16
2026-06-22,aff_006,PremiumPickz,luxury,966,49,0.0516,0.9064,902.91,72.23
2026-06-22,aff_007,EcoFriendlyShop,sustainability,2027,65,0.0324,0.4561,599.83,47.99
2026-06-22,aff_008,PetParadise,pets,1819,52,0.0291,0.4094,433.56,34.68
2026-06-23,aff_001,TechReviewPro,electronics,2379,90,0.0381,0.5354,969.78,77.58
2026-06-23,aff_002,GadgetGuru,electronics,1497,35,0.024,0.337,241.86,19.35
2026-06-23,aff_003,HomeEssentials,home,2157,74,0.0345,0.4855,723.2,57.86
2026-06-23,aff_004,FitLifeDeals,fitness,1701,46,0.0272,0.3827,354.37,28.35
2026-06-23,aff_005,BudgetBuyer,general,3442,63,0.0184,0.2065,261.01,20.88
2026-06-23,aff_006,PremiumPickz,luxury,1195,76,0.0638,1.1209,1708.27,136.66
2026-06-23,aff_007,EcoFriendlyShop,sustainability,2298,84,0.0368,0.5171,873.87,69.91
2026-06-23,aff_008,PetParadise,pets,2059,67,0.0329,0.4633,628.65,50.29
2026-06-24,aff_001,TechReviewPro,electronics,1975,62,0.0316,0.4445,554.96,44.4
2026-06-24,aff_002,GadgetGuru,electronics,1425,32,0.0228,0.3207,208.41,16.67
2026-06-24,aff_003,HomeEssentials,home,1747,48,0.028,0.3932,384.11,30.73
2026-06-24,aff_004,FitLifeDeals,fitness,1641,43,0.0263,0.3692,318.21,25.46
2026-06-24,aff_005,BudgetBuyer,general,3529,66,0.0188,0.2118,281.32,22.51
2026-06-24,aff_006,PremiumPickz,luxury,1189,75,0.0634,1.115,1681.79,134.54
2026-06-24,aff_007,EcoFriendlyShop,sustainability,2257,81,0.0361,0.508,828.31,66.26
2026-06-24,aff_008,PetParadise,pets,1920,58,0.0307,0.4321,509.91,40.79
2026-06-25,aff_001,TechReviewPro,electronics,1659,44,0.0265,0.3733,328.86,26.31
2026-06-25,aff_002,GadgetGuru,electronics,1528,37,0.0245,0.3439,257.06,20.56
2026-06-25,aff_003,HomeEssentials,home,1642,43,0.0263,0.3696,319.1,25.53
2026-06-25,aff_004,FitLifeDeals,fitness,1719,47,0.0275,0.3869,365.88,29.27
2026-06-25,aff_005,BudgetBuyer,general,3075,50,0.0164,0.1845,186.14,14.89
2026-06-25,aff_006,PremiumPickz,luxury,1105,65,0.059,1.0367,1351.29,108.1
2026-06-25,aff_007,EcoFriendlyShop,sustainability,2395,91,0.0383,0.5389,989.23,79.14
2026-06-25,aff_008,PetParadise,pets,1694,45,0.0271,0.3813,350.32,28.03
2026-06-26,aff_001,TechReviewPro,electronics,2211,78,0.0354,0.4976,778.6,62.29
2026-06-26,aff_002,GadgetGuru,electronics,1508,36,0.0241,0.3393,246.97,19.76
2026-06-26,aff_003,HomeEssentials,home,2232,79,0.0357,0.5023,801.02,64.08
2026-06-26,aff_004,FitLifeDeals,fitness,1780,50,0.0285,0.4006,406.31,32.5
2026-06-26,aff_005,BudgetBuyer,general,3027,48,0.0161,0.1816,177.52,14.2
2026-06-26,aff_006,PremiumPickz,luxury,1176,73,0.0627,1.1027,1627.06,130.16
2026-06-26,aff_007,EcoFriendlyShop,sustainability,1954,61,0.0313,0.4397,537.26,42.98
2026-06-26,aff_008,PetParadise,pets,2288,83,0.0366,0.5148,862.48,69.0
2026-06-27,aff_001,TechReviewPro,electronics,2392,91,0.0383,0.5382,985.43,78.83
2026-06-27,aff_002,GadgetGuru,electronics,1327,28,0.0212,0.2988,168.47,13.48
2026-06-27,aff_003,HomeEssentials,home,2096,70,0.0335,0.4718,663.51,53.08
2026-06-27,aff_004,FitLifeDeals,fitness,2087,69,0.0334,0.4697,654.93,52.39
2026-06-27,aff_005,BudgetBuyer,general,3288,57,0.0175,0.1973,227.51,18.2
2026-06-27,aff_006,PremiumPickz,luxury,1414,106,0.0755,1.3264,2830.52,226.44
2026-06-27,aff_007,EcoFriendlyShop,sustainability,1766,49,0.0283,0.3974,396.66,31.73
2026-06-27,aff_008,PetParadise,pets,1768,50,0.0283,0.398,398.27,31.86
2026-06-28,aff_001,TechReviewPro,electronics,2128,72,0.0341,0.4789,694.04,55.52
2026-06-28,aff_002,GadgetGuru,electronics,1236,24,0.0198,0.2783,136.11,10.89
2026-06-28,aff_003,HomeEssentials,home,1739,48,0.0278,0.3913,378.67,30.29
2026-06-28,aff_004,FitLifeDeals,fitness,1660,44,0.0266,0.3735,329.37,26.35
2026-06-28,aff_005,BudgetBuyer,general,2403,30,0.0128,0.1442,88.82,7.11
2026-06-28,aff_006,PremiumPickz,luxury,1176,73,0.0627,1.1027,1627.05,130.16
2026-06-28,aff_007,EcoFriendlyShop,sustainability,2075,68,0.0332,0.4669,643.29,51.46
2026-06-28,aff_008,PetParadise,pets,1833,53,0.0293,0.4124,443.43,35.47
2026-06-29,aff_001,TechReviewPro,electronics,1785,50,0.0286,0.4017,409.58,32.77
2026-06-29,aff_002,GadgetGuru,electronics,1544,38,0.0247,0.3476,265.28,21.22
2026-06-29,aff_003,HomeEssentials,home,2162,74,0.0346,0.4865,727.87,58.23
2026-06-29,aff_004,FitLifeDeals,fitness,1963,61,0.0314,0.4417,544.74,43.58
2026-06-29,aff_005,BudgetBuyer,general,3224,55,0.0172,0.1935,214.58,17.17
2026-06-29,aff_006,PremiumPickz,luxury,1403,105,0.0749,1.3158,2763.56,221.08
2026-06-29,aff_007,EcoFriendlyShop,sustainability,2230,79,0.0357,0.5018,798.64,63.89
2026-06-29,aff_008,PetParadise,pets,2100,70,0.0336,0.4725,666.82,53.35
2026-06-30,aff_001,TechReviewPro,electronics,2128,72,0.0341,0.479,694.44,55.56
2026-06-30,aff_002,GadgetGuru,electronics,1666,44,0.0267,0.3749,333.06,26.64
2026-06-30,aff_003,HomeEssentials,home,1940,60,0.031,0.4365,525.76,42.06
2026-06-30,aff_004,FitLifeDeals,fitness,2035,66,0.0326,0.458,607.16,48.57
2026-06-30,aff_005,BudgetBuyer,general,3177,53,0.0169,0.1906,205.25,16.42
2026-06-30,aff_006,PremiumPickz,luxury,1396,103,0.0745,1.3088,2720.69,217.66
2026-06-30,aff_007,EcoFriendlyShop,sustainability,2261,81,0.0362,0.5088,832.44,66.6
2026-06-30,aff_008,PetParadise,pets,1657,43,0.0265,0.3729,327.62,26.21
2026-07-01,aff_001,TechReviewPro,electronics,1732,48,0.0277,0.3899,374.41,29.95
2026-07-01,aff_002,GadgetGuru,electronics,1304,27,0.0209,0.2935,159.79,12.78
2026-07-01,aff_003,HomeEssentials,home,2199,77,0.0352,0.4948,765.73,61.26
2026-07-01,aff_004,FitLifeDeals,fitness,2055,67,0.0329,0.4625,625.06,50.0
2026-07-01,aff_005,BudgetBuyer,general,2746,40,0.0146,0.1648,132.55,10.6
2026-07-01,aff_006,PremiumPickz,luxury,1019,55,0.0544,0.956,1059.52,84.76
2026-07-01,aff_007,EcoFriendlyShop,sustainability,2150,73,0.0344,0.484,716.19,57.3
2026-07-01,aff_008,PetParadise,pets,2159,74,0.0346,0.486,725.12,58.01
2026-07-02,aff_001,TechReviewPro,electronics,2354,88,0.0377,0.5297,939.3,75.14
2026-07-02,aff_002,GadgetGuru,electronics,1406,31,0.0225,0.3166,200.38,16.03
2026-07-02,aff_003,HomeEssentials,home,1995,63,0.0319,0.4489,571.71,45.74
2026-07-02,aff_004,FitLifeDeals,fitness,1664,44,0.0266,0.3745,331.88,26.55
2026-07-02,aff_005,BudgetBuyer,general,2447,31,0.0131,0.1469,93.84,7.51
2026-07-02,aff_006,PremiumPickz,luxury,1167,72,0.0623,1.0944,1590.34,127.23
2026-07-02,aff_007,EcoFriendlyShop,sustainability,1857,55,0.0297,0.418,461.5,36.92
2026-07-02,aff_008,PetParadise,pets,1800,51,0.0288,0.4051,420.04,33.6
