date,page_id,page_title,content_type,sessions,bounce_rate,avg_time_min,monetized,revenue
2026-06-29,pg_008,Fitness Tracker Comparison,review,596,0.33,1.1,True,34.45
2026-06-30,pg_001,Best Laptops 2026,review,839,0.462,3.4,False,0
2026-06-30,pg_002,How to Start a Blog,howto,412,0.517,5.0,False,0
2026-06-30,pg_003,Top 10 VPN Services,review,932,0.446,1.9,True,217.44
2026-06-30,pg_004,Budget Meal Planning,guide,349,0.486,3.0,False,0
2026-06-30,pg_005,Remote Work Setup Guide,guide,400,0.565,4.4,False,0
2026-06-30,pg_006,SEO Basics 2026,howto,427,0.366,3.1,False,0
2026-06-30,pg_007,Old Product Roundup,review,36,0.679,3.6,False,0
2026-06-30,pg_008,Fitness Tracker Comparison,review,913,0.493,2.4,True,156.95
2026-07-01,pg_001,Best Laptops 2026,review,590,0.448,1.2,True,163.39
2026-07-01,pg_002,How to Start a Blog,howto,366,0.488,2.8,True,108.02
2026-07-01,pg_003,Top 10 VPN Services,review,715,0.581,3.1,False,0
2026-07-01,pg_004,Budget Meal Planning,guide,480,0.405,3.2,True,102.44
2026-07-01,pg_005,Remote Work Setup Guide,guide,367,0.561,4.3,False,0
2026-07-01,pg_006,SEO Basics 2026,howto,370,0.663,3.1,False,0
2026-07-01,pg_007,Old Product Roundup,review,54,0.495,2.9,True,9.47
2026-07-01,pg_008,Fitness Tracker Comparison,review,626,0.366,1.3,True,64.4
2026-07-02,pg_001,Best Laptops 2026,review,649,0.445,3.9,True,69.82
2026-07-02,pg_002,How to Start a Blog,howto,474,0.588,2.9,False,0
2026-07-02,pg_003,Top 10 VPN Services,review,661,0.364,4.3,True,40.18
2026-07-02,pg_004,Budget Meal Planning,guide,417,0.364,3.5,True,80.51
2026-07-02,pg_005,Remote Work Setup Guide,guide,293,0.403,1.7,False,0
2026-07-02,pg_006,SEO Basics 2026,howto,423,0.525,1.1,False,0
2026-07-02,pg_007,Old Product Roundup,review,49,0.413,1.3,True,14.61
2026-07-02,pg_008,Fitness Tracker Comparison,review,976,0.368,4.3,True,242.69
